activity_group_code,region,district,community,ngo,hazard,activities,number_of_activities_or_unites,beneficiaries_per_activity,budget__usd,brics_output,_2014_quarter_3,_2014_quarter_4,_2015_quarter_1,_2015_quarter_2,_2015_quarter_3,_2015_quarter_4,_2016,_2017,district_id
15,HIRAAN,BELET WEYNE,BUULO YAKUB,CESVI,DROUGHT,Cash grants,100 HHs/3 mths,100,32500,4,f,t,f,f,f,f,f,f,2001
18,HIRAAN,BELET WEYNE,BELETWEYNE TOWN,SCI,FLOOD,Training on business and life skills for 100  targeted women and men,1,100,10000,4,f,f,t,f,f,f,t,f,2001
18,HIRAAN,BELET WEYNE,MACRUF,SCI,DROUGHT,Provide business training,1,10,1000,4,f,f,f,f,f,f,t,f,2001
18,HIRAAN,BELET WEYNE,JAWIL,SCI,DROUGHT,Provide business training,1,20,2000,4,f,f,t,f,f,f,f,f,2001
18,HIRAAN,BELET WEYNE,ILKACADO,SCI,DROUGHT,Provide business training,1,10,1000,4,f,f,f,f,f,f,t,f,2001
18,HIRAAN,BELET WEYNE,GURICADE,SCI,DROUGHT,Provide business training,1,15,1000,4,f,f,f,f,f,f,f,t,2001
18,HIRAAN,BELET WEYNE,FAAFGUMARE,SCI,DROUGHT,Provide business training,1,10,1000,4,f,f,f,f,f,f,t,f,2001
18,HIRAAN,BELET WEYNE,ELGAL,SCI,DROUGHT,Provide business training,1,40,4000,4,f,f,f,f,f,f,t,f,2001
18,HIRAAN,BELET WEYNE,BACAD,SCI,FLOOD,Conduct Business Plan workshop for the target beneficiaries,1,20,1000,4,f,f,f,f,t,f,f,f,2001
19,HIRAAN,BELET WEYNE,GURICADE,SCI,DROUGHT,Construction of new berked,1,125,14000,2,f,f,t,f,f,f,f,f,2001
19,HIRAAN,BELET WEYNE,DUSMO,SCI,DROUGHT,Construction of new berked,1,121,16000,2,f,f,t,f,f,f,f,f,2001
54,GEDO,BELET XAAWO,MALKARIYEY,CWW,DROUGHT,Restocking of pastoralist households,40,40,24000,4,f,f,f,t,f,f,t,f,2603
54,GEDO,BELET XAAWO,HAROODI,CWW,DROUGHT,Restocking of pastoralist households,40,40,24000,4,f,f,f,t,f,f,t,f,2603
54,GEDO,CEEL WAAQ,MERI,CWW,DROUGHT,Restocking of pastoralist households,40,40,24000,4,f,f,f,t,f,f,t,f,2604
54,GEDO,CEEL WAAQ,TUULA CADEY,CWW,DROUGHT,Restocking of pastoralist households,40,40,24000,4,f,f,f,t,f,f,t,f,2604
54,GEDO,CEEL WAAQ,ELBANDA (DARKEYN DHOQA),CWW,DROUGHT,Restocking of pastoralist households,40,40,24000,4,f,f,f,t,f,f,t,f,2604
20,HIRAAN,BELET WEYNE,QOYDO,CESVI,FLOOD,Rhabilitation of irrigation canals (7),7 canals,100,55000,4,f,f,t,t,f,f,f,f,2001
56,MUDUG,HOBYO,XERO DHAGAXLEY,CESVI,CONFLICT,Workshop on peace building activities,4 sessions,200,4000,1,f,t,f,f,f,t,t,t,1803
56,MUDUG,HOBYO,XAARO,CESVI,CONFLICT,Workshop on peace building activities,4 sessions,150,4000,1,f,t,f,f,f,t,t,t,1803
56,MUDUG,HOBYO,WISIL,CESVI,CONFLICT,Workshop on peace building activities,4 sessions,350,4000,1,f,t,f,f,f,t,t,t,1803
20,HIRAAN,BELET WEYNE,SHINILE ,CESVI,FLOOD,Rhabilitation of irrigation canals (5),5 canals,100,55000,4,f,f,t,t,f,f,f,f,2001
56,MUDUG,HOBYO,LABAD,IRC,DROUGHT,Community Sensitization; planning and training,6,130,12177,1,f,f,f,t,t,t,t,t,1803
62,SHABELLE HOOSE,AWDAGHLE,MUBARAK,CWW,DROUGHT,Tree planting,50,50,1500,4,f,f,f,f,f,t,f,f,2308
15,BAY,BAYDHABA,BERDAALE,NRC,HAZARDS,Provide start up cash grants,3,20,15000,4,f,f,t,f,f,t,f,f,2401
14,MUDUG,GAALKACYO,WARGALO,CESVI,DROUGHT,Digging of rubbish pits through Csh for Work activities.,28 individuals,28,1960,4,f,f,f,t,f,f,f,f,1801
14,MUDUG,GAALKACYO,DOCOL,CESVI,DROUGHT,Digging of rubbish pits through Cash for Work activities.,14 individuals,14,1960,4,f,f,f,t,f,f,f,f,1801
14,MUDUG,GAALKACYO,HOWL WADAAG,CESVI,DROUGHT,Digging of rubbish pits through Cash for Work activities,42 individuals,14,2940,4,f,f,f,t,f,f,f,f,1801
14,MUDUG,GAALKACYO,GALINSOOR,CESVI,DROUGHT,Digging of rubbish pits through Cash for Work activities,14 individuals,14,2940,4,f,f,f,t,f,f,f,f,1801
14,MUDUG,GAALKACYO,DHUURE,CESVI,DROUGHT,Digging of rubbish pits through Cash for Work Activities,14 individuals,14,1960,4,f,f,f,t,f,f,f,f,1801
14,MUDUG,GAALKACYO,BANDIIRADLEY,CESVI,DROUGHT,Digging of rubbish pits through Cash for Work activities,14 individuals,14,1960,4,f,f,f,t,f,f,f,f,1801
14,GEDO,CEEL WAAQ,DHAMASA,CWW,DROUGHT,Rehabilitate old rainwater catchments through CfW,3,80,25500,4,f,t,t,f,f,f,t,f,2604
18,BAY,BAYDHABA,BONKAI,NRC,HAZARDS,Training on IGAs,3,20,1500,4,f,t,t,f,f,f,f,f,2401
18,GEDO,LUUQ,LUUQ-GODEY,NRC,HAZARDS,Training on IGAs ,3,20,1500,4,f,t,t,f,f,f,f,f,2606
18,GEDO,LUUQ,JAZEERA (ALL),NRC,HAZARDS,Training on IGAs ,3,20,1500,4,f,t,t,f,f,f,f,f,2606
18,JUBA HOOSE,KISMAAYO,FARJANNO,NRC,CONFLICT,Upgrading and Equipping of YEP learning centres                             ,1,100,76000,4,f,f,t,t,f,f,f,f,2801
18,JUBA HOOSE,KISMAAYO,FARJANNO,NRC,HAZARDS,Training women and youth on life skills (tailoring; carpentry;welding),1,100,50000,4,f,f,t,t,t,t,f,f,2801
18,GEDO,DOOLOW,KAPASA,NRC,HAZARDS,Training on IGAs,3,20,1500,4,f,t,t,f,f,f,f,f,2605
18,GEDO,DOOLOW,KAPASA,NRC,CONFLICT,Upgrading and Equipping of YEP learning centres                             ,1,100,76000,4,f,f,t,t,f,f,f,f,2605
18,GEDO,DOOLOW,KAPASA,NRC,HAZARDS,Training women and youth on life skills (tailoring; carpentry;welding),1,100,50000,4,f,f,t,t,t,t,f,f,2605
20,HIRAAN,BELET WEYNE,GARASH,CESVI,FLOOD,Rhabilitation of irrigation canals (4),4 canals,80,49000,4,f,f,t,t,f,f,f,f,2001
61,MUDUG,JARIIBAN,HINGOD,IRC,DROUGHT,Community Animal Health Workers Training and Market Development,3,200,29583,4,f,f,f,f,t,t,t,t,1804
61,MUDUG,JARIIBAN,BUDBUD,IRC,DROUGHT,Community Animal Health Workers Training and Market Development,3,200,29583,4,f,f,f,f,t,t,t,t,1804
59,MUDUG,HOBYO,LABAD,IRC,DROUGHT,Fisherman training and market development,3,45,24885,4,f,f,f,f,t,t,t,t,1803
59,MUDUG,HOBYO,HOBYO TOWN,IRC,DROUGHT,Fisherman training and market development,3,45,24885,4,f,f,f,f,t,t,t,t,1803
61,MUDUG,HOBYO,HOBYO TOWN,IRC,DROUGHT,Community Animal Health Workers Training and Market Development,3,300,29583,4,f,f,f,f,t,t,t,t,1803
61,MUDUG,HOBYO,BAJELA,IRC,DROUGHT,Community Animal Health Workers Training and Market Development,3,200,29583,4,f,f,f,f,t,t,t,t,1803
56,SHABELLE HOOSE,AFGOOYE,MORDINLE,CWW,CONFLICT,Set up (where needed) and support Peace Committees at village level,1,12,18000,1,f,f,t,t,t,t,t,t,2302
56,SHABELLE HOOSE,AFGOOYE,BELETAMIN,CWW,CONFLICT,Set up (where needed) and support Peace Committees at village level,1,12,18000,1,f,f,t,t,t,t,t,t,2302
56,SHABELLE HOOSE,AFGOOYE,AANOLE,CWW,CONFLICT,Set up (where needed) and support Peace Committees at village level,1,12,18000,1,f,f,t,t,t,t,t,t,2302
56,MUDUG,GAALKACYO,WARGALO,CESVI,CONFLICT,Workshop on peace building activities,4 sessions,400,4000,1,f,t,f,f,f,t,t,t,1801
56,MUDUG,GAALKACYO,HOWL WADAAG,CESVI,CONFLICT,Workshop on peace building activities,4 sessions,300,4000,1,f,t,f,f,f,t,t,t,1801
56,MUDUG,GAALKACYO,GALINSOOR,CESVI,CONFLICT,Workshop on peace building activities,4 sessions,400,3000,1,f,t,f,f,f,t,t,t,1801
56,MUDUG,GAALKACYO,DOCOL,CESVI,CONFLICT,Workshop on peace building activities,4 sessions,400,4000,1,f,t,f,f,f,t,t,t,1801
56,MUDUG,GAALKACYO,DHUURE,CESVI,CONFLICT,Workshop on peace building activities,4 sessions,200,4000,1,f,t,f,f,f,t,t,t,1801
33,HIRAAN,BELET WEYNE,DHAYWABAR,CESVI,FLOOD,Farm Land preparation ,40 Farms ,40,2000,4,f,f,t,f,f,f,f,f,2001
64,BANADIR,HAMARJAJAB,WAJEER (BUUR KAROOLE),CWW,HUNGER/LOW INCOME,Business start-up kits,40,40,8000,4,f,f,t,f,f,f,t,f,2205
64,BANADIR,KARAAN,MOHAMUD AHMED ALI (BULA HANSHOLEY),CWW,HUNGER/LOW INCOME,Business start-up kits,40,40,8000,4,f,f,t,f,f,f,t,f,2208
65,BANADIR,KARAAN,JABUUTI,IRC,CONFLICT,Profitable Shared Community Assets,1,250,40000,4,f,f,f,f,f,f,t,f,2208
18,GEDO,DOOLOW,SUR-GUDUD,NRC,HAZARDS,Training on IGAs ,3,20,1500,4,f,t,t,f,f,f,f,f,2605
18,GEDO,DOOLOW,QANSAXLEY,NRC,HAZARDS,Training on IGAs ,3,20,1500,4,f,t,t,f,f,f,f,f,2605
18,BAY,BAYDHABA,HAWL WADAAG,NRC,HAZARDS,Training women and youth on life skills (tailoring; carpentry;welding),1,100,50000,4,f,f,t,t,t,t,f,f,2401
17,GEDO,BELET XAAWO,MALKARIYEY,CWW,DISEASE,Community water source quality testing & treatment,1,390,630,2,f,t,f,t,f,t,t,t,2603
17,GEDO,BELET XAAWO,HAROODI,CWW,DISEASE,Community water source quality testing & treatment,1,300,630,2,f,t,f,t,f,t,t,t,2603
17,GEDO,BELET XAAWO,GAWIIDO,CWW,DISEASE,Community water source quality testing & treatment,1,400,630,2,f,t,f,t,f,t,t,t,2603
17,GEDO,BELET XAAWO,BELET HAWA TOWN (SOUTH),CWW,DISEASE,Community water source quality testing & treatment,1,464,630,2,f,t,f,t,f,t,t,t,2603
18,GEDO,BELET XAAWO,MALKARIYEY,CWW,DROUGHT,Vocational Training for young people,30,30,31200,4,f,f,f,f,t,t,t,f,2603
18,GEDO,BELET XAAWO,GAWIIDO,CWW,DROUGHT,Vocational Training for young people,30,30,31200,4,f,f,f,f,t,t,t,f,2603
18,GEDO,BELET XAAWO,BELET HAWA TOWN (SOUTH),CWW,DROUGHT,Vocational Training for young people,60,60,62400,4,f,f,f,f,t,t,t,f,2603
17,GEDO,CEEL WAAQ,TUULO GARAS,CWW,DISEASE,Community water source quality testing & treatment,1,270,630,2,f,t,f,t,f,t,t,t,2604
17,GEDO,CEEL WAAQ,TUULA CADEY,CWW,DISEASE,Community water source quality testing & treatment,1,220,630,2,f,t,f,t,f,t,t,t,2604
17,GEDO,CEEL WAAQ,MERI,CWW,DISEASE,Community water source quality testing & treatment,1,300,630,2,f,t,f,t,f,t,t,t,2604
17,GEDO,CEEL WAAQ,ELWAK TOWN,CWW,DISEASE,Community water source quality testing & treatment,1,200,630,2,f,t,f,t,f,t,t,t,2604
17,GEDO,CEEL WAAQ,ELBANDA (DARKEYN DHOQA),CWW,DISEASE,Community water source quality testing & treatment,1,290,630,2,f,t,f,t,f,t,t,t,2604
17,GEDO,CEEL WAAQ,DHAMASA,CWW,DISEASE,Community water source quality testing & treatment,1,171,630,2,f,t,f,t,f,t,t,t,2604
18,GEDO,LUUQ,AL-CADAALA/DAYAX/IJABO,NRC,HAZARDS,Training on IGAs ,3,20,1500,4,f,t,t,f,f,f,f,f,2606
18,GEDO,DOOLOW,GEEDWEINE,NRC,HAZARDS,Training on IGAs ,3,20,1500,4,f,t,t,f,f,f,f,f,2605
19,GEDO,DOOLOW,QANSAXLEY,NRC,DROUGHT,Construction of surface masonary tanks,1,30,7000,2,f,f,t,t,f,f,f,f,2605
20,GEDO,DOOLOW,KAPASA,NRC,DROUGHT,Establishing distribution system,1,2000,7500,4,f,f,t,t,f,f,f,f,2605
18,BAY,BAYDHABA,HAWL WADAAG,NRC,HAZARDS,Training on IGAs,3,20,1500,4,f,t,t,f,f,f,f,f,2401
19,BAY,BAYDHABA,HAWL WADAAG,NRC,DROUGHT,Construction of surface masonary tanks,1,30,7000,2,f,f,t,t,f,f,f,f,2401
19,BAY,BAYDHABA,BONKAI,NRC,DROUGHT,Construction of surface masonary tanks,1,300,7000,2,f,f,t,f,f,f,f,f,2401
19,GEDO,BELET XAAWO,MALKARIYEY,CWW,DROUGHT,Underground tank construction / rehabilitation,1,240,20000,2,f,t,f,f,f,f,f,f,2603
19,GEDO,BELET XAAWO,HAROODI,CWW,DROUGHT,Underground tank construction / rehabilitation,2,490,28000,2,f,t,f,f,f,f,f,f,2603
20,GEDO,LUUQ,JAZEERA (ALL),NRC,DROUGHT,Establishing distribution system,1,2000,7500,4,f,f,f,t,t,f,f,f,2606
20,GEDO,LUUQ,LUUQ-GODEY,NRC,DROUGHT,Construction of 2 km irrigation cannal,1,100,13500,4,f,f,t,f,f,f,f,f,2606
21,MUDUG,HOBYO,LABAD,IRC,DROUGHT,Re/Construction of Community Meeting Places,1,130,6150,4,f,f,f,t,f,f,f,f,1803
23,GEDO,DOOLOW,QANSAXLEY,NRC,CONFLICT,Rehabilitation of shelters,100,100,50000,3,f,t,t,t,f,f,f,f,2605
21,MUDUG,HOBYO,HOBYO TOWN,IRC,DROUGHT,Re/Construction of Community Meeting Places,1,1800,6150,4,f,f,f,t,f,f,f,f,1803
21,MUDUG,HOBYO,BAJELA,IRC,DROUGHT,Re/Construction of Community Meeting Places,1,600,6150,4,f,f,f,t,f,f,f,f,1803
21,MUDUG,HOBYO,WISIL,CESVI,DROUGHT,Market shade (1),1 Market shade,400,17000,4,f,f,f,f,f,f,f,t,1803
21,GEDO,LUUQ,JAZEERA (ALL),NRC,CONFLICT,Construction of Community Centre/market,1,2000,50000,4,f,f,t,t,f,f,f,f,2606
23,GEDO,LUUQ,JAZEERA (ALL),NRC,CONFLICT,Rehabilitation of shelters,100,100,50000,3,f,t,t,f,f,f,f,f,2606
23,GEDO,LUUQ,AL-CADAALA/DAYAX/IJABO,NRC,CONFLICT,Rehabilitation of shelters,100,100,50000,3,f,t,t,f,f,f,f,f,2606
23,GEDO,DOOLOW,GEEDWEINE,NRC,CONFLICT,Rehabilitation of shelters,100,100,50000,3,f,t,t,t,f,f,f,f,2605
23,GEDO,DOOLOW,KAPASA,NRC,CONFLICT,Construction of transition/semi permernent shelter,50,50,50000,3,f,t,t,t,f,f,f,f,2605
21,MUDUG,JARIIBAN,HINGOD,IRC,DROUGHT,Re/Construction of Community Meeting Places,1,400,6150,4,f,f,f,t,f,f,f,f,1804
21,MUDUG,JARIIBAN,BUDBUD,IRC,DROUGHT,Re/Construction of Community Meeting Places,1,600,6150,4,f,f,f,t,f,f,f,f,1804
20,SHABELLE HOOSE,AFGOOYE,MORDINLE,CWW,FLOOD,Rehabilitate canals (km),30,150,18000,4,f,f,t,f,t,f,t,f,2302
20,SHABELLE HOOSE,AFGOOYE,BELETAMIN,CWW,FLOOD,Rehabilitate canals (km),10,50,6000,4,f,f,t,f,t,f,t,f,2302
23,BAY,BAYDHABA,HAWL WADAAG,NRC,CONFLICT,Rehabilitation of shelters,100,100,50000,3,f,t,t,f,f,f,f,f,2401
23,BAY,BAYDHABA,BONKAI,NRC,CONFLICT,Rehabilitation of shelters,30,30,15000,3,f,t,t,f,f,f,f,f,2401
23,BAY,BAYDHABA,BERDAALE,NRC,CONFLICT,Rehabilitation of shelters,20,20,10000,3,f,t,t,t,f,f,f,f,2401
33,BAY,BAYDHABA,HAWL WADAAG,NRC,DROUGHT,Provisionof tractor plough hours,600,100,27000,4,f,f,t,f,t,f,t,f,2401
33,MUDUG,HOBYO,XERO DHAGAXLEY,CESVI,FLOOD,Water pumps for irrigation (12),12 Water pumps,30,6000,4,f,f,f,t,t,f,f,f,1803
33,MUDUG,HOBYO,XERO DHAGAXLEY,CESVI,FLOOD,Seeds and other farm inputs,30 Farms,30,8750,4,f,f,t,f,f,f,f,f,1803
33,BAY,BAYDHABA,BONKAI,NRC,DROUGHT,Provisionof tractor plough hours,300,50,13500,4,f,f,t,f,t,f,t,f,2401
33,GEDO,LUUQ,LUUQ-GODEY,NRC,DROUGHT,Provisionof tractor plough hours,300,50,13500,4,f,f,t,f,t,f,t,f,2606
33,GEDO,LUUQ,JAZEERA (ALL),NRC,DROUGHT,Provisionof tractor plough hours,600,100,27000,4,f,f,t,f,t,f,t,f,2606
33,GEDO,LUUQ,AL-CADAALA/DAYAX/IJABO,NRC,DROUGHT,Provisionof tractor plough hours,300,50,13500,4,f,f,t,f,t,f,t,f,2606
33,GEDO,DOOLOW,SUR-GUDUD,NRC,DROUGHT,Provisionof tractor plough hours,180,30,8100,4,f,f,t,f,t,f,t,f,2605
33,GEDO,DOOLOW,QANSAXLEY,NRC,DROUGHT,Provisionof tractor plough hours,300,50,13500,4,f,f,t,f,t,f,t,f,2605
33,GEDO,DOOLOW,KAPASA,NRC,DROUGHT,Provisionof tractor plough hours,300,50,13500,4,f,f,t,f,t,f,t,f,2605
33,GEDO,DOOLOW,GEEDWEINE,NRC,DROUGHT,Provisionof tractor plough hours,600,100,27000,4,f,f,t,f,t,f,t,f,2605
25,SHABELLE HOOSE,AFGOOYE,BELETAMIN,CWW,FLOOD,Rehabilitate culverts in roads to prevent flooding,1,1443,7500,4,f,f,f,f,t,f,f,f,2302
25,SHABELLE HOOSE,AFGOOYE,AANOLE,CWW,FLOOD,Rehabilitate culverts in roads to prevent flooding,1,512,7500,4,f,f,f,f,t,f,f,f,2302
62,SHABELLE HOOSE,AFGOOYE,MORDINLE,CWW,DROUGHT,Tree planting,50,50,1500,4,f,f,f,f,f,t,f,f,2302
35,MUDUG,HOBYO,XERO DHAGAXLEY,CESVI,DROUGHT,Sanitation tools,70 sanitation kits,70,2450,3,f,f,f,t,f,f,f,f,1803
35,MUDUG,HOBYO,XAARO,CESVI,DROUGHT,Sanitation tools,60 Sanitation kits,60,2100,3,f,f,f,t,f,f,f,f,1803
35,MUDUG,HOBYO,WISIL,CESVI,DROUGHT,Sanitation tools,80 Sanitation kits,80,2800,3,f,f,f,t,f,f,f,f,1803
33,GEDO,DOOLOW,GEEDWEINE,NRC,DROUGHT,Distribution of farm inputs,4,100,16000,4,f,f,t,f,t,f,t,t,2605
33,SHABELLE HOOSE,AFGOOYE,MORDINLE,CWW,DROUGHT,Provision of farm inputs - seeds (diverse crops) and tools if needed,100,100,8000,4,f,t,f,t,f,t,f,f,2302
33,SHABELLE HOOSE,AFGOOYE,BELETAMIN,CWW,DROUGHT,Provision of farm inputs - seeds (diverse crops) and tools if needed,150,150,12000,4,f,t,f,t,f,t,f,f,2302
33,BAY,BAYDHABA,BONKAI,NRC,DROUGHT,Distribution of farm inputs,4,50,8000,4,f,f,t,f,t,f,t,t,2401
33,BAY,BAYDHABA,BERDAALE,NRC,DROUGHT,Distribution of farm inputs,4,50,8000,4,f,f,t,f,t,f,t,t,2401
35,BAY,BAYDHABA,BONKAI,NRC,FLOOD,Distribution soaps,3,300,900,3,f,f,t,f,f,f,t,t,2401
35,MUDUG,GAALKACYO,WARGALO,CESVI,DROUGHT,Sanitation tools,70 sanitation kits,100,2450,3,f,f,f,t,f,f,f,f,1801
35,MUDUG,GAALKACYO,HOWL WADAAG,CESVI,DROUGHT,Sanitation tools,90 Sanitation kits,90,3150,3,f,f,f,t,f,f,f,f,1801
35,MUDUG,GAALKACYO,GALINSOOR,CESVI,DROUGHT,Sanitation tools,100 sanitation kits,100,3500,3,f,f,f,t,f,f,f,f,1801
35,MUDUG,GAALKACYO,DOCOL,CESVI,DROUGHT,Sanitation tools,70 sanitation kits,70,2450,3,f,f,f,t,f,f,f,f,1801
35,MUDUG,GAALKACYO,DHUURE,CESVI,DROUGHT,Sanitation tools,55 Sanitation kits,55,1925,3,f,f,f,t,f,f,f,f,1801
35,MUDUG,GAALKACYO,BANDIIRADLEY,CESVI,DROUGHT,Sanitation tools,100 sanitation kits,100,3500,3,f,f,f,t,f,f,f,f,1801
0,SHABELLE HOOSE,QORYOOLEY,QORYOLAY TOWN,CWW,,NO DATA - THIS VILLAGE HAS BEEN INACCESSIBLE,,0,0,0,f,f,f,f,f,f,f,f,2305
33,GEDO,BELET XAAWO,MALKARIYEY,CWW,DROUGHT,Establish fodder production system,1,50,500,4,f,f,f,t,f,f,f,f,2603
35,GEDO,CEEL WAAQ,ELWAK TOWN,CWW,CONFLICT,Procurement of NFI kits,50,50,2250,3,t,f,f,f,f,f,f,f,2604
35,GEDO,CEEL WAAQ,ELBANDA (DARKEYN DHOQA),CWW,CONFLICT,Procurement of NFI kits,50,50,2250,3,t,f,f,f,f,f,f,f,2604
35,GEDO,CEEL WAAQ,TUULO GARAS,CWW,DISEASE,Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ,1,100,1000,3,f,t,f,f,f,t,f,f,2604
35,GEDO,CEEL WAAQ,TUULA CADEY,CWW,DISEASE,Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ,1,100,1000,3,f,t,f,f,f,t,f,f,2604
35,GEDO,CEEL WAAQ,MERI,CWW,DISEASE,Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ,1,100,1000,3,f,t,f,f,f,t,f,f,2604
35,GEDO,CEEL WAAQ,ELWAK TOWN,CWW,DISEASE,Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ,1,100,1000,3,f,t,f,f,f,t,f,f,2604
35,GEDO,CEEL WAAQ,ELBANDA (DARKEYN DHOQA),CWW,DISEASE,Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ,1,100,1000,3,f,t,f,f,f,t,f,f,2604
35,GEDO,CEEL WAAQ,DHAMASA,CWW,DISEASE,Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ,1,100,1000,3,f,t,f,f,f,t,f,f,2604
35,BAY,BAYDHABA,HAWL WADAAG,NRC,FLOOD,Distribution of water treatment drugs-aquatabs,3,300,900,3,f,f,t,f,f,f,t,t,2401
35,BAY,BAYDHABA,BONKAI,NRC,FLOOD,Distribution of water treatment drugs-aquatabs,3,300,900,3,f,f,t,f,f,f,t,t,2401
35,BAY,BAYDHABA,BERDAALE,NRC,FLOOD,Distribution of water treatment drugs-aquatabs,3,300,900,3,f,f,t,f,f,f,t,t,2401
37,BAY,BAYDHABA,HAWL WADAAG,NRC,HAZARDS,Provision of donkey and  cart pulls ,1,20,20000,4,f,t,f,f,f,f,f,f,2401
37,BAY,BAYDHABA,BONKAI,NRC,HAZARDS,Provision of donkey and  cart pulls,1,30,30,4,f,t,t,f,f,t,t,f,2401
37,BAY,BAYDHABA,BERDAALE,NRC,HAZARDS,Provision of donkey and  cart pulls,1,30,30000,4,f,t,f,f,f,t,t,f,2401
35,JUBA HOOSE,KISMAAYO,FARJANNO,NRC,FLOOD,Distribution of water treatment drugs-aquatabs,3,300,900,3,f,f,t,f,f,f,t,t,2801
35,JUBA HOOSE,KISMAAYO,FAANOOLE,NRC,FLOOD,Distribution of water treatment drugs-aquatabs,3,300,900,3,f,f,t,f,f,f,t,t,2801
35,JUBA HOOSE,KISMAAYO,CALANLEY,NRC,FLOOD,Distribution of water treatment drugs-aquatabs,3,300,900,3,f,f,t,f,f,f,t,t,2801
37,JUBA HOOSE,KISMAAYO,FARJANNO,NRC,HAZARDS,Provision of donkey and  cart pulls,30,30,30000,4,f,f,t,f,f,t,t,f,2801
37,JUBA HOOSE,KISMAAYO,FAANOOLE,NRC,HAZARDS,Provision of donkey and  cart pulls,30,30,30000,4,f,f,t,f,f,t,t,f,2801
37,JUBA HOOSE,KISMAAYO,CALANLEY,NRC,HAZARDS,Provision of donkey and  cart pulls,30,30,30000,4,f,f,t,f,f,f,f,f,2801
56,MUDUG,GAALKACYO,BANDIIRADLEY,CESVI,CONFLICT,Workshop on peace building activities,4 sessions,400,4000,1,f,t,f,f,f,t,t,t,1801
20,HIRAAN,BELET WEYNE,DHAYWABAR,CESVI,FLOOD,Rhabilitation of irrigation canals (4),4 canals,100,49000,4,f,f,t,t,f,f,f,f,2001
20,HIRAAN,BELET WEYNE,QOQANE,SCI,FLOOD,Rehabilitation of three main canals,1,105,8760,4,f,f,t,f,f,f,f,f,2001
20,HIRAAN,BELET WEYNE,DHARIYOW,SCI,FLOOD,Rehabilitation of one main canal and six sub canals,1,45,5400,4,t,f,f,f,f,f,f,f,2001
20,HIRAAN,BELET WEYNE,BASLAWE,SCI,FLOOD,Rehabilitation of irrigation canals,1,35,4200,4,f,f,t,f,f,f,f,f,2001
20,HIRAAN,BELET WEYNE,LAFOLE,SCI,FLOOD,Rehabilitation of  1 canal and 4 sub-canals,1,90,10800,4,f,f,t,f,f,f,f,f,2001
20,HIRAAN,BELET WEYNE,BULOKAHIN,SCI,FLOOD,Rehabilitatation of three  canals ,3,45,5400,4,f,f,t,f,f,f,f,f,2001
21,HIRAAN,BELET WEYNE,GARASH,CESVI,DROUGHT,Market shade (1),1 Market shade,80,17000,4,f,f,f,f,f,f,f,t,2001
23,HIRAAN,BELET WEYNE,SHINILE ,CESVI,FLOOD,Rehabilitation of houses,30 Houses,30,15000,3,f,f,f,f,f,f,t,f,2001
23,HIRAAN,BELET WEYNE,DHAYWABAR,CESVI,FLOOD,Rehabilitation of houses,20 Houses,20,10000,3,f,f,f,f,f,f,t,f,2001
23,HIRAAN,BELET WEYNE,QOYDO,CESVI,FLOOD,Construction of new houses,30 Houses,30,15000,3,f,f,f,f,f,f,t,f,2001
23,HIRAAN,BELET WEYNE,BUULO YAKUB,CESVI,FLOOD,Construction of new houses,52 houses,52,26000,3,f,f,f,f,f,f,t,f,2001
24,HIRAAN,BELET WEYNE,SHINILE ,CESVI,FLOOD,Construction of public warehouse,1 warehouse,110,18000,4,f,f,f,f,f,f,f,t,2001
56,GEDO,CEEL WAAQ,TUULO GARAS,CWW,CONFLICT,Set up (where needed) and support Peace Committees at village level,1,15,18000,1,f,f,t,t,t,t,t,t,2604
56,GEDO,CEEL WAAQ,TUULA CADEY,CWW,CONFLICT,Set up (where needed) and support Peace Committees at village level,1,15,18000,1,f,f,t,t,t,t,t,t,2604
56,GEDO,CEEL WAAQ,MERI,CWW,CONFLICT,Set up (where needed) and support Peace Committees at village level,1,15,18000,1,f,f,t,t,t,t,t,t,2604
56,GEDO,CEEL WAAQ,ELWAK TOWN,CWW,CONFLICT,Set up (where needed) and support Peace Committees at village level,1,20,18000,1,f,f,t,t,t,t,t,t,2604
65,MUDUG,HOBYO,HOBYO TOWN,IRC,DROUGHT,Profitable Shared Community Assets,1,1800,40000,4,f,f,f,f,f,f,t,f,1803
65,MUDUG,HOBYO,LABAD,IRC,DROUGHT,Profitable Shared Community Assets,1,130,40000,4,f,f,f,f,f,f,t,f,1803
65,MUDUG,HOBYO,BAJELA,IRC,DROUGHT,Profitable Shared Community Assets,1,600,40000,4,f,f,f,f,f,f,t,f,1803
64,GEDO,DOOLOW,KAPASA,NRC,HAZARDS,Provide life skills kits for tailoring; welding; carpentry),1,100,50000,4,f,f,f,f,f,t,t,f,2605
65,MUDUG,JARIIBAN,HINGOD,IRC,DROUGHT,Profitable Shared Community Assets,1,400,40000,4,f,f,f,f,f,f,t,f,1804
